code,name,year_founded
600733,SST前锋,1992
000948,南天信息,1998
002541,鸿路钢构,2002
600666,奥瑞德,1992
000540,中天金融,1994
000625,长安汽车,1996
000537,广宇发展,1992
000966,长源电力,1995
600783,鲁信创投,1989
603898,好莱客,2007
002615,哈尔斯,1996
600601,方正科技,1985
000712,锦龙股份,1997
600387,海越股份,1993
002539,云图控股,1995
300438,鹏辉能源,2001
600221,海航控股,1989
600579,天华院,1999
600019,宝钢股份,2000
600151,航天机电,1998
002758,华通医药,1999
600742,一汽富维,1993
600499,科达洁能,1996
002179,中航光电,2002
002524,光正集团,2001
601919,中远海控,2005
000003,PT金田A,1988
600582,天地科技,2000
601727,上海电气,2004
600480,凌云股份,1995
200152,山航B,1999
601107,四川成渝,1997
600373,中文传媒,1998
300338,开元股份,2000
600703,三安光电,1993
000861,海印股份,1992
600746,江苏索普,1996
200553,沙隆达B,1993
000898,鞍钢股份,1997
600206,有研新材,1999
300318,博晖创新,2001
002576,通达动力,1988
600654,ST中安,1991
002229,鸿博股份,1999
600609,金杯汽车,1988
600085,同仁堂,1997
600122,宏图高科,1998
002465,海格通信,2007
600587,新华医疗,1993
000557,西部创业,1994
002562,兄弟科技,2001
002564,天沃科技,1998
200726,鲁泰B,1993
002623,亚玛顿,2006
002548,金新农,1999
002476,宝莫股份,1996
000629,*ST钒钛,1993
600062,华润双鹤,1997
600710,苏美达,1996
600337,美克家居,1995
300223,北京君正,2005
600754,锦江股份,1993
000065,北方国际,1998
600390,五矿资本,1999
600463,空港股份,2000
600330,天通股份,1999
600252,中恒集团,1993
603169,兰石重装,2001
600297,广汇汽车,1999
900917,海欣B股,1993
600995,文山电力,1997
300374,恒通科技,2006
300295,三六五网,2006
600844,丹化科技,1993
300353,东土科技,2000
300727,润禾材料,2000
002485,希努尔,2003
603808,歌力思,1999
600048,保利地产,1992
002412,汉森制药,1998
300110,华仁药业,1998
300170,汉得信息,2002
900915,中路B股,1993
600320,振华重工,1992
601567,三星医疗,2007
600438,通威股份,1995
600618,氯碱化工,1992
000828,东莞控股,1988
300420,五洋停车,2001
600103,青山纸业,1993
600605,汇通能源,1991
600493,凤竹纺织,1991
300193,佳士科技,2005
002458,益生股份,1997
000037,深南电A,1990
600361,华联综超,1996
600797,浙大网新,1994
600803,新奥股份,1992
002718,友邦吊顶,2007
601011,宝泰隆,2003
600767,ST运盛,1993
000969,安泰科技,1998
600015,华夏银行,1998
300118,东方日升,2002
600847,万里股份,1992
002153,石基信息,2001
600743,华远地产,1992
002918,蒙娜丽莎,1998
200613,大东海B,1993
002506,协鑫集成,2003
600448,华纺股份,1999
002439,启明星辰,1996
002320,海峡股份,2002
000707,*ST双环,1993
600235,民丰特纸,1998
300158,振东制药,1995
000839,中信国安,1997
600183,生益科技,1985
600037,歌华有线,1999
002598,山东章鼓,2006
000659,珠海中富,1985
600899,*ST信联,1996
000888,峨眉山A,1997
603023,威帝股份,2000
000675,ST银山,1988
002227,奥特迅,1998
300012,华测检测,2003
600545,卓郎智能,1993
000596,古井贡酒,1996
002072,凯瑞德,2000
002445,中南文化,2003
300345,红宇新材,1995
600887,伊利股份,1993
002333,罗普斯金,1993
002016,世荣兆业,2000
000671,阳光城,1991
000971,高升控股,1993
600811,东方集团,1992
000063,中兴通讯,1997
600395,盘江股份,1999
002372,伟星新材,1999
002426,胜利精密,2003
300025,华星创业,2003
002049,紫光国微,2001
002135,东南网架,2001
601988,中国银行,1983
000552,靖远煤电,1993
002748,世龙实业,2003
200018,神州B,1984
300035,中科电气,2004
603611,诺力股份,2000
002923,润都股份,1999
000610,西安旅游,1994
600841,上柴股份,1993
600446,金证股份,1998
600720,祁连山,1996
601818,光大银行,1992
600540,新赛股份,1999
600420,现代制药,1996
002388,新亚制程,2003
000805,*ST炎黄,1987
300107,建新股份,2003
600299,安迪苏,1999
000979,中弘股份,1995
002635,安洁科技,1999
300185,通裕重工,2002
300401,花园生物,2000
603998,方盛制药,2000
600502,安徽水利,1998
600736,苏州高新,1994
600584,长电科技,1998
002522,浙江众成,2001
600643,爱建集团,1992
600866,星湖科技,1992
002724,海洋王,1995
002265,西仪股份,2005
000999,华润三九,1999
600731,湖南海利,1994
601009,南京银行,1996
300411,金盾股份,2005
900924,上工B股,1993
600982,宁波热电,1995
002670,国盛金控,1995
600539,*ST狮头,1999
300390,天华超净,1997
300013,新宁物流,1997
600862,中航高科,1989
600978,宜华生活,1996
600301,ST南化,1998
603008,喜临门,1996
600962,国投中鲁,2001
300274,阳光电源,1997
000632,三木集团,1993
200488,晨鸣B,1993
600623,华谊集团,1992
300273,和佳股份,1996
900930,*ST沪普B,1993
300142,沃森生物,2001
603015,弘讯科技,2001
000056,皇庭国际,1993
600673,东阳光科,1990
600970,中材国际,2001
300175,朗源股份,2002
600180,瑞茂通,1998
600987,航民股份,1998
601028,玉龙股份,1999
600007,中国国贸,1997
000050,深天马A,1983
002488,金固股份,2007
002511,中顺洁柔,1999
002418,康盛股份,2002
603077,和邦生物,2002
300290,荣科科技,2005
600873,梅花生物,1995
000661,长春高新,1993
300063,天龙集团,2001
600802,福建水泥,1993
000720,*ST新能,1994
603969,银龙股份,1998
002198,嘉应制药,2003
603198,迎驾贡酒,2003
002409,雅克科技,1997
600080,金花股份,1996
000020,深华发A,1981
600271,航天信息,2000
900906,中毅达B,1992
603766,隆鑫通用,2007
600118,中国卫星,1997
002290,中科新材,2002
900943,开开B股,1993
002321,华英农业,2002
002660,茂硕电源,2006
600824,益民集团,1993
002746,仙坛股份,2001
002267,陕天然气,1995
000983,西山煤电,1990
002012,凯恩股份,1998
002043,兔宝宝,2001
002463,沪电股份,1992
600512,腾达建设,1995
603885,吉祥航空,2006
601058,赛轮金宇,2002
002448,中原内配,1990
002172,澳洋科技,2001
600598,北大荒,1998
300003,乐普医疗,1999
300004,南风股份,1999
002400,省广集团,1981
002213,特尔佳,2000
603818,曲美家居,1993
002350,北京科锐,1993
000667,美好置业,1989
600558,大西洋,1999
600877,ST嘉陵,1987
000591,太阳能,1987
002115,三维通信,2004
002494,华斯股份,2000
600199,金种子酒,1998
601700,风范股份,1993
601117,中国化学,2008
600497,驰宏锌锗,2000
600061,国投资本,1997
600531,豫光金铅,2000
000430,张家界,1992
002009,天奇股份,1997
002174,游族网络,1995
000581,威孚高科,1988
600458,时代新材,1998
002566,益盛药业,1997
601877,正泰电器,1997
000607,华媒控股,1993
300421,力星股份,2000
300292,吴通控股,1999
000559,万向钱潮,1994
300664,鹏鹞环保,1997
603600,永艺股份,2001
600837,海通证券,1988
600097,开创国际,1997
002408,齐翔腾达,2002
000421,南京公用,1992
300114,中航电测,2002
002392,北京利尔,2000
600495,晋西车轴,2000
002680,长生生物,2006
000096,广聚能源,1999
002460,赣锋锂业,2000
002059,云南旅游,1999
002185,华天科技,2003
000937,冀中能源,1999
002694,顾地科技,1999
600278,东方创业,1998
002473,*ST圣莱,2004
600775,南京熊猫,1992
600850,华东电脑,1994
002690,美亚光电,2000
002753,永东股份,2000
002530,金财互联,1988
000401,冀东水泥,1994
600035,楚天高速,2000
600636,三爱富,1992
300449,汉邦高科,2004
300064,豫金刚石,2004
300234,开尔新材,2003
603588,高能环境,1992
000759,中百集团,1989
000046,泛海控股,1989
000803,*ST金宇,1988
000530,大冷股份,1993
002514,宝馨科技,2001
600153,建发股份,1998
002676,顺威股份,1992
600220,江苏阳光,1999
000567,海德股份,1992
600311,荣华实业,1998
000976,华铁股份,1999
000012,南玻A,1984
002166,莱茵生物,2000
002726,龙大肉食,2003
600630,龙头股份,1992
002305,南国置业,1998
002379,宏创控股,2000
002441,众业达,2000
002069,獐子岛,2001
601898,中煤能源,2006
600547,山东黄金,2000
600253,天方药业,1999
002161,远望谷,1999
600960,渤海汽车,1999
000825,太钢不锈,1998
600528,中铁工业,1999
300103,达刚路机,2002
200011,深物业B,1990
600705,中航资本,1992
002286,保龄宝,1997
600744,华银电力,1993
300094,国联水产,2001
600807,*ST天业,1992
601899,紫金矿业,2000
600128,弘业股份,1994
000022,深赤湾A,1990
300373,扬杰科技,2006
002262,恩华药业,1999
002551,尚荣医疗,1998
002134,天津普林,2005
300348,长亮科技,2002
000600,建投能源,1994
300049,福瑞股份,2001
002382,蓝帆医疗,2002
300186,大华农,2004
002451,摩恩电气,1997
002585,双星新材,1997
600386,北巴传媒,1999
900942,黄山B股,1996
002560,通达股份,2002
300287,飞利信,2002
002044,美年健康,2001
002248,华东数控,2002
600748,上实发展,1996
300066,三川智慧,2004
000927,一汽夏利,1997
300045,华力创通,2001
000009,中国宝安,1983
300465,高伟达,2003
300058,蓝色光标,2002
600060,海信电器,1997
300160,秀强股份,2001
002236,大华股份,2001
000062,深圳华强,1994
600804,鹏博士,1985
600980,北矿科技,2000
300276,三丰智能,1999
601111,中国国航,2004
002462,嘉事堂,2003
002437,誉衡药业,2000
600008,首创股份,1999
900921,丹科B股,1993
600016,民生银行,1996
600126,杭钢股份,1998
002702,海欣食品,1996
300111,向日葵,2005
300262,巴安水务,1999
002075,沙钢股份,1999
601010,文峰股份,1995
002037,久联发展,2002
601929,吉视传媒,2001
600063,皖维高新,1997
000428,华天酒店,1995
600192,长城电工,1998
000656,金科股份,1987
600432,退市吉恩,2000
600184,光电股份,2000
600388,龙净环保,1998
600216,浙江医药,1997
600517,置信电气,2000
002300,太阳电缆,1994
600074,*ST保千,1997
000520,长航凤凰,1992
002645,华宏科技,2004
601890,亚星锚链,2000
000687,华讯方舟,1997
200550,江铃B,1993
600081,东风科技,1997
000657,中钨高新,1993
600416,湘电股份,1999
002376,新北洋,2002
600714,金瑞矿业,1996
300316,晶盛机电,2006
002919,名臣健康,1994
300221,银禧科技,1997
600054,黄山旅游,1996
603116,红蜻蜓,2007
300280,南通锻压,2002
000962,东方钽业,1999
002287,奇正藏药,1997
600812,华北制药,1992
600785,新华百货,1997
300051,三五互联,2004
300237,美晨生态,2004
300216,千山药机,2002
002140,东华科技,2001
002597,金禾实业,2006
600002,齐鲁石化,
000553,沙隆达A,1993
000555,神州信息,1993
600317,营口港,2000
002583,海能达,1993
601168,西部矿业,2000
000802,北京文化,1997
600098,广州发展,1997
603002,宏昌电子,1995
200028,一致B,1986
000716,黑芝麻,1993
600615,丰华股份,1992
002604,*ST龙力,2001
601299,中国北车,2008
600575,皖江物流,2000
601857,中国石油,1999
300077,国民技术,2000
300212,易华录,2001
002292,奥飞娱乐,1993
600023,浙能电力,1992
600322,天房发展,1993
600800,天津磁卡,1993
000726,鲁泰A,1993
601177,杭齿前进,1997
000585,*ST东电,1993
000750,国海证券,1993
002507,涪陵榨菜,1988
600700,*ST数码,1992
600896,*ST海投,1993
603318,派思股份,2002
002221,东华能源,1996
600266,北京城建,1998
300409,道氏技术,2007
603333,明星电缆,2003
300441,鲍斯股份,2008
300164,通源石油,1995
600476,湘邮科技,2000
002039,黔源电力,1993
200505,京粮B,1988
002523,天桥起重,1999
603661,恒林股份,1998
002590,万安科技,1999
002086,东方海洋,2001
600372,中航电子,1999
002661,克明面业,1997
300278,华昌达,2003
000733,振华科技,1997
300010,立思辰,1999
600057,厦门象屿,1997
000748,长城信息,1997
600865,百大集团,1992
600771,广誉远,1996
600401,*ST海润,1997
002722,金轮股份,2004
600684,珠江实业,1992
002570,*ST因美,1999
600439,瑞贝卡,1999
002291,星期六,2002
900941,东信B股,1996
300735,光弘科技,1995
600897,厦门空港,1996
002632,道明光学,2007
002074,国轩高科,1995
002034,旺能环境,1998
002312,三泰控股,1997
002156,通富微电,1994
002183,怡亚通,1997
300314,戴维医疗,1992
002752,昇兴股份,1992
002521,齐峰新材,2001
300444,双杰电气,2002
600485,信威集团,1995
600933,爱柯迪,2003
603997,继峰股份,2003
000921,海信科龙,1992
300370,安控科技,1998
002723,金莱特,2007
000613,大东海A,1993
002696,百洋股份,2000
002515,金字火腿,1994
601666,平煤股份,1998
600133,东湖高新,1993
600891,秋林集团,1993
002526,山东矿机,1999
002500,山西证券,1988
002602,世纪华通,2005
600674,川投能源,1988
600505,西昌电力,1994
002513,蓝丰生化,2007
600028,中国石化,2000
002464,众应互联,1993
300100,双林股份,2000
002201,九鼎新材,1994
002057,中钢天源,2002
002595,豪迈科技,1995
000563,陕国投A,1985
300249,依米康,2002
002681,奋达科技,1993
600121,郑州煤电,1997
002315,焦点科技,1996
600257,大湖股份,1999
